hamster,mouse
Rtn4r,Rtn4r
Braf,Braf
Nek3,Nek3
Enho,Enho
Egln2,Egln2
Adam30,Adam30
Mep1a,Mep1a
Pdgfa,Pdgfa
Hoxc12,Hoxc12
Mcoln1,Mcoln1
Anxa4,Anxa4
Cd37,Cd37
Tnfaip8l3,Tnfaip8l3
Oser1,Oser1
Slc4a5,Slc4a5
Pitpnm2,Pitpnm2
LOC100771519,Tas2r104
Ube2r2,Ube2r2
Sucnr1,Sucnr1
Ube4b,Ube4b
Tubgcp2,Tubgcp2
LOC100771528,Tram1l1
LOC100771529,Or51a42
Atg16l1,Atg16l1
Capn8,Capn8
Gabra2,Gabra2
Zxdc,Zxdc
Lrrc10b,Lrrc10b
Padi2,Padi2
Paqr4,Paqr4
Atp5pd,Atp5pd
Lrrc26,Lrrc26
Ccnd2,Ccnd2
Prrx2,Prrx2
Upf2,Upf2
Krt80,Krt80
Map3k21,Map3k21
Cel,Cel
Smpd2,Smpd2
Depdc7,Depdc7
Myocd,Myocd
Zranb3,Zranb3
Fto,Fto
Slc34a1,Slc34a1
Ccny,Ccny
Mterf4,Mterf4
Cenpi,Cenpi
Washc3,Washc3
Gabbr2,Gabbr2
Klhl40,Klhl40
Otud4,Otud4
Smad2,Smad2
Slco2a1,Slco2a1
Naa16,Naa16
Mrc1,Mrc1
Alpl,Alpl
Inpp4b,Inpp4b
Clip3,Clip3
Txnrd1,Txnrd1
Cul7,Cul7
Ormdl2,Ormdl2
Hmg20b,Hmg20b
Zfp92,Zfp92
Bambi,Bambi
Prss50,Prss50
Mro,Mro
Lhpp,Lhpp
LOC100771607,Bcs1l
Esf1,Esf1
Tab1,Tab1
Fa2h,Fa2h
Wipf2,Wipf2
Hnf1b,Hnf1b
Nr1h2,Nr1h2
Isca2,Isca2
LOC100771627,Or8c17
Scarb2,Scarb2
Trpm6,Trpm6
Atad5,Atad5
Arfgef3,Arfgef3
Kcnk3,Kcnk3
Entpd2,Entpd2
Pmm1,Pmm1
Spag7,Spag7
Dynap,Dynap
Fgl1,Fgl1
Dlc1,Dlc1
Star,Star
Ms4a15,Ms4a15
Rbis,Rbis
Elf4,Elf4
Idh3b,Idh3b
Qtrt1,Qtrt1
Cep170,Cep170
Dock11,Dock11
Kdm4c,Kdm4c
Slamf8,Slamf8
Plcl2,Plcl2
Catsperd,Catsperd
Ftsj3,Ftsj3
Fgfrl1,Fgfrl1
Svopl,Svopl
Slc12a6,Slc12a6
Neurod6,Neurod6
Myo7b,Myo7b
Znf239,Zfp239
P2ry1,P2ry1
Gtf2i,Gtf2i
Akap8,Akap8
Mfsd8,Mfsd8
Ptbp3,Ptbp3
Dhcr7,Dhcr7
LOC100771702,Gtf2h2
Spon1,Spon1
Trim31,Trim31
Emilin3,Emilin3
Snrpb2,Snrpb2
Zdhhc18,Zdhhc18
Vwa1,Vwa1
LOC100771719,Trappc3l
Gal3st4,Gal3st4
Elp3,Elp3
Rita1,Rita1
Cog6,Cog6
Pglyrp4,Pglyrp4
Stkld1,Stkld1
Ereg,Ereg
Mapk8,Mapk8
Cldn1,Cldn1
LOC100771739,Asb6
Cldn20,Cldn20
Fam89b,Fam89b
Naa20,Naa20
Nmb,Nmb
Ngrn,Ngrn
Tgfb1i1,Tgfb1i1
Rad54l,Rad54l
LOC100771752,Aadat
Rbm43,Rbm43
Bcl2l11,Bcl2l11
Pla2g4b,Pla2g4b
Dnajc8,Dnajc8
Fdxacb1,Fdxacb1
Arrdc2,Arrdc2
Bicc1,Bicc1
Tmem131l,Tmem131l
Tet1,Tet1
Iho1,Iho1
Sgo1,Sgo1
Pltp,Pltp
Marf1,Marf1
Marchf10,Marchf10
Agk,Agk
Gatm,Gatm
Tmem8b,Tmem8b
Heyl,Heyl
LOC100771787,Cyp2f2
Notch2,Notch2
LOC100771789,Or4c116
Efs,Efs
Septin12,Septin12
Fam20c,Fam20c
Pnpla6,Pnpla6
Elavl2,Elavl2
Tmem86b,Tmem86b
Appl2,Appl2
Dkkl1,Dkkl1
Jph2,Jph2
Cnga2,Cnga2
LOC100771810,Tas2r107
LOC100771813,Magea9
Aadac,Aadac
Ventx,Msx3
LOC100771819,Dsc3
LOC100771820,Or51a24
Dgkd,Dgkd
Susd4,Susd4
Rif1,Rif1
Zdhhc7,Zdhhc7
Hao1,Hao1
Saxo4,Saxo4
Slc7a3,Slc7a3
Pkmyt1,Pkmyt1
Ndor1,Ndor1
Tigar,Tigar
Sec61a2,Sec61a2
Parn,Parn
Map10,Map10
Ralgds,Ralgds
Zbtb24,Zbtb24
Samd11,Samd11
Dyrk2,Dyrk2
Tcp11l1,Tcp11l1
Irs2,Irs2
Thsd7b,Thsd7b
Btla,Btla
LOC100771856,Macroh2a1
Mettl23,Mettl23
Pask,Pask
Rab8b,Rab8b
Drp2,Drp2
Sycp3,Sycp3
Anks6,Anks6
Ss18l2,Ss18l2
Creb3l2,Creb3l2
Etv6,Etv6
Cep63,Cep63
Srsf6,Srsf6
Abt1,Abt1
Gpa33,Gpa33
Slc45a2,Slc45a2
Slc25a47,Slc25a47
LOC100771884,Or4c101
Trim27,Trim27
Cactin,Cactin
Tpst2,Tpst2
Mapk4,Mapk4
Fcrlb,Fcrlb
Oat,Oat
Gpr149,Gpr149
Rpl3,Rpl3
Amdhd2,Amdhd2
Rara,Rara
Ddx52,Ddx52
Spib,Spib
Psmb7,Psmb7
Cd34,Cd34
LOC100771923,Lama2
Cldn17,Cldn17
Glis1,Glis1
Tefm,Tefm
Actr8,Actr8
Drg2,Drg2
Tnfaip3,Tnfaip3
Evc,Evc
Cgref1,Cgref1
Npdc1,Npdc1
Polr1f,Polr1f
Mtus1,Mtus1
Lsm1,Lsm1
Tmem131,Tmem131
Septin1,Septin1
Ca13,Car13
Tuft1,Tuft1
Utp14a,Utp14a
Nop56,Nop56
Ppp1r21,Ppp1r21
Kri1,Kri1
Dusp23,Dusp23
Ccng1,Ccng1
Dnah5,Dnah5
Dap3,Dap3
Ranbp3,Ranbp3
Cacng4,Cacng4
A4gnt,A4gnt
Lingo3,Lingo3
Tsc22d2,Tsc22d2
Trim24,Trim24
Ckap2,Ckap2
LOC100771980,Sfi1
Iws1,Iws1
Znf32,Zfp637
Lat2,Lat2
Wiz,Wiz
Intu,Intu
Aak1,Aak1
Arid1a,Arid1a
Prrc2a,Prrc2a
Tax1bp3,Tax1bp3
Per2,Per2
Alg3,Alg3
LOC100772005,Atad3a
Rwdd1,Rwdd1
Gpc2,Gpc2
Pnoc,Pnoc
Rasal1,Rasal1
Lhfpl6,Lhfpl6
LOC100772014,S100a9
Surf4,Surf4
Areg,Areg
Myzap,Myzap
Sass6,Sass6
Nox3,Nox3
Lrp2,Lrp2
LOC100772031,Or52e4
LOC100772033,Cts8
LOC100772035,Or10a49
Armc5,Armc5
Ptafr,Ptafr
Cfap68,Cfap68
Kcnn1,Kcnn1
Abca5,Abca5
Kat2b,Kat2b
Ctsa,Ctsa
Adgrg6,Adgrg6
Ttc7b,Ttc7b
Wdr24,Wdr24
Mn1,Mn1
Ifrd1,Ifrd1
Dgcr2,Dgcr2
Bmerb1,Bmerb1
Ssbp1,Ssbp1
Slco1c1,Slco1c1
Lrfn1,Lrfn1
Shf,Shf
Nt5c1a,Nt5c1a
LOC100772072,Pde4dip
LOC100772075,Or8k32
Herpud2,Herpud2
LOC100772078,Cntn6
Camsap3,Camsap3
Ppp6r1,Ppp6r1
Washc4,Washc4
Tox2,Tox2
Lrfn2,Lrfn2
Vma21,Vma21
LOC100772091,Tas2r130
LOC100772092,Zfp267
LOC100772096,Aadacl2
Cavin2,Cavin2
Caly,Caly
Naa35,Naa35
LOC100772101,Or51a43
Inppl1,Inppl1
Tlr5,Tlr5
LOC100772104,Or52h9
Tnfaip6,Tnfaip6
Klhl36,Klhl36
Nup210,Nup210
Fermt1,Fermt1
Sdhaf2,Sdhaf2
Prss41,Prss41
Hid1,Hid1
Fgf6,Fgf6
Nudt5,Nudt5
Cab39,Cab39
Disc1,Disc1
Rtn4rl1,Rtn4rl1
Slc16a3,Slc16a3
Fig4,Fig4
Slc35e3,Slc35e3
Camta2,Camta2
Cstf3,Cstf3
Arhgap44,Arhgap44
Lrrc27,Lrrc27
Ift27,Ift27
Ormdl3,Ormdl3
LOC100772139,Armc1
Gjd4,Gjd4
Hdlbp,Hdlbp
Btk,Btk
Ascl1,Ascl1
Galnt12,Galnt12
Sec22c,Sec22c
Mmaa,Mmaa
Lrp6,Lrp6
Serpinb2,Serpinb2
L3mbtl1,L3mbtl1
LOC100772154,Btn2a2
Ildr2,Ildr2
Stam,Stam
Rxfp3,Rxfp3
Tmem167a,Tmem167
Il15,Il15
Gast,Gast
Cd63,Cd63
Pip5k1c,Pip5k1c
Crybb1,Crybb1
Atf6,Atf6
Efcab12,Efcab12
Trim26,Trim26
Gpd1,Gpd1
Klhl1,Klhl1
Clec12b,Clec12b
Atp6v0c,Atp6v0c
Rfwd3,Rfwd3
Shcbp1,Shcbp1
Cpox,Cpox
Ltbp2,Ltbp2
Nr5a1,Nr5a1
Marchf8,Marchf8
Gdf2,Gdf2
Cldn8,Cldn8
Dmrtb1,Dmrtb1
Adap2,Adap2
Chdh,Chdh
Hk2,Hk2
Ltbp3,Ltbp3
Cdk13,Cdk13
Mief2,Mief2
Olig3,Olig3
Cytl1,Cytl1
Fut7,Fut7
Lrrc41,Lrrc41
Acoxl,Acoxl
Aldh2,Aldh2
Myl11,Mylpf
Ca1,Car1
LOC100772228,Or13l2
Zdhhc9,Zdhhc9
Tars3,Tars3
Icam5,Icam5
Cnpy1,Cnpy1
Crp,Crp
Fbxw11,Fbxw11
Nudcd2,Nudcd2
Trio,Trio
LOC100772245,Gimap7
Gnptg,Gnptg
Hcn3,Hcn3
Lsm7,Lsm7
Serp1,Serp1
Tanc2,Tanc2
Vps36,Vps36
Fam170a,Fam170a
Adcyap1r1,Adcyap1r1
Nipbl,Nipbl
Pbx1,Pbx1
Sf3b1,Sf3b1
Rap2b,Rap2b
LOC100772267,Or1af1
Snx30,Snx30
Slc30a5,Slc30a5
Anks3,Anks3
LOC100772276,Calca
Gbe1,Gbe1
P2rx5,P2rx5
Hes6,Hes6
Trim63,Trim63
Ogfod2,Ogfod2
Stag3,Stag3
Scara5,Scara5
Dtx1,Dtx1
S100a8,S100a8
Cd53,Cd53
Aldh1a2,Aldh1a2
Agl,Agl
Rragd,Rragd
Tp63,Trp63
Rnf208,Rnf208
Ovol2,Ovol2
Gdpgp1,Gdpgp1
Tm4sf20,Tm4sf20
Dnm3,Dnm3
LOC100772326,Nkx6-1
Tyro3,Tyro3
Eya3,Eya3
Hspb2,Hspb2
Rpl18a,Rpl18a
Trim2,Trim2
Exo1,Exo1
Tdrd3,Tdrd3
Rab5a,Rab5a
Hdhd2,Hdhd2
Vta1,Vta1
Ttc8,Ttc8
Fbxl16,Fbxl16
Pitpnb,Pitpnb
Scarf2,Scarf2
Tas2r4,Tas2r108
Myo1h,Myo1h
Paf1,Paf1
Fyn,Fyn
Npr2,Npr2
Hpcal4,Hpcal4
Prkab2,Prkab2
LOC100772360,Or4c110
Fastkd3,Fastkd3
Eepd1,Eepd1
Arhgef26,Arhgef26
Brsk1,Brsk1
Aldh1l2,Aldh1l2
Pih1d1,Pih1d1
Ift52,Ift52
Hmgb3,Hmgb3
Gnat2,Gnat2
Ube3a,Ube3a
Dock4,Dock4
Tmeff2,Tmeff2
Adgra1,Adgra1
LOC100772389,Golm1
LOC100772390,Or52d1
Clpb,Clpb
Disp1,Disp1
LOC100772393,Or52h7
Cotl1,Cotl1
Lrrn4,Lrrn4
Tmem216,Tmem216
Prss33,Prss33
Otop2,Otop2
Ferry3,D6Wsu163e
Slc25a37,Slc25a37
LOC100772408,Ugt8a
Camk1d,Camk1d
Tsnax,Tsnax
Rpa1,Rpa1
Gpr6,Gpr6
Noc2l,Noc2l
Cd82,Cd82
Hipk3,Hipk3
Pwwp2b,Pwwp2b
Smim20,Smim20
Pid1,Pid1
Psmd13,Psmd13
Septin2,Septin2
Ca12,Car12
Mybpc1,Mybpc1
Col15a1,Col15a1
Cck,Cck
Anapc10,Anapc10
Borcs5,Borcs5
Ptprt,Ptprt
Jph4,Jph4
Osmr,Osmr
Hacd1,Hacd1
Adamts12,Adamts12
Atp6ap1l,Atp6ap1l
P3h4,P3h4
Rasal3,Rasal3
Tyrobp,Tyrobp
Glt8d2,Glt8d2
Tjp3,Tjp3
Abi1,Abi1
Cryba4,Cryba4
Ska1,Ska1
Olfml2b,Olfml2b
Ythdc2,Ythdc2
Mbd4,Mbd4
Abl2,Abl2
LOC100772471,Cox14
Nfu1,Nfu1
Prickle4,Prickle4
Apobec3b,Apobec3
Pdpk1,Pdpk1
Mlkl,Mlkl
Ap2a1,Ap2a1
LOC100772482,Or2z2
Thoc2,Thoc2
Ylpm1,Ylpm1
Nek6,Nek6
Axl,Axl
LOC100772488,Or8b101
Cd46,Cd46
Alox5,Alox5
Rbp3,Rbp3
LOC100772494,Krtap24-1
Lrp8,Lrp8
Cacna1d,Cacna1d
Top3a,Top3a
Stx18,Stx18
Edn3,Edn3
Atraid,Atraid
Ms4a13,Ms4a13
Pomgnt1,Pomgnt1
Bub1,Bub1
Ddhd2,Ddhd2
Cnnm3,Cnnm3
Mok,Mok
Gpcpd1,Gpcpd1
Lhcgr,Lhcgr
LOC100772531,Ppan
Htr5a,Htr5a
Neurl2,Neurl2
Wdr3,Wdr3
Efcab9,Efcab9
Hmmr,Hmmr
Otulinl,Otulinl
LOC100772540,Gimap6
Mtx1,Mtx1
Ndufa11,Ndufa11
Il20rb,Il20rb
Pdxdc1,Pdxdc1
LOC100772551,Cyb561
Ace2,Ace2
Thsd1,Thsd1
Tnfaip8,Tnfaip8
Emc4,Emc4
Nup155,Nup155
Map3k2,Map3k2
Plcl1,Plcl1
Larp1b,Larp1b
Nudt16l1,Nudt16l1
Dennd4a,Dennd4a
Usp37,Usp37
LOC100772575,Col4a5
Itgae,Itgae
Erfe,Erfe
Slc30a2,Slc30a2
Isg15,Isg15
Tlcd3b,Tlcd3b
Snrnp35,Snrnp35
Igfbp4,Igfbp4
Apoa1,Apoa1
LOC100772591,S100a7a
Dram2,Dram2
Aqp9,Aqp9
Mfsd14a,Mfsd14a
Ankrd6,Ankrd6
Cdc14a,Cdc14a
Akap12,Akap12
Ubr3,Ubr3
Snx5,Snx5
Cib1,Cib1
Gpr20,Gpr20
Slc7a2,Slc7a2
Znf569,Zfp74
Ltk,Ltk
Rgs14,Rgs14
Smpdl3b,Smpdl3b
Cryab,Cryab
Timp2,Timp2
Map1s,Map1s
Ipmk,Ipmk
Diaph3,Diaph3
Abca9,Abca9
Iqcf6,Iqcf6
Katnal2,Katnal2
Ciao3,Ciao3
Ttc28,Ttc28
Mrpl40,Mrpl40
Tbxas1,Tbxas1
Usp30,Usp30
Med29,Med29
Slc30a4,Slc30a4
Gba2,Gba2
LOC100772650,Or4c108
Cttn,Cttn
Amhr2,Amhr2
Foxa2,Foxa2
Znf180,Zfp180
Aldh16a1,Aldh16a1
Entpd3,Entpd3
Clec6a,Clec4n
Gpr61,Gpr61
LOC100772680,Pou4f2
Agtpbp1,Agtpbp1
LOC100772687,Or52d3
Meak7,Meak7
Hdac11,Hdac11
Mcm8,Mcm8
Poc5,Poc5
Elob,Elob
Ush1g,Ush1g
Rad51ap1,Rad51ap1
Nkx2-6,Nkx2-6
Egln1,Egln1
Wasf1,Wasf1
Klhl17,Klhl17
LOC100772712,Sall4
Lpcat2,Lpcat2
Trib1,Trib1
Mpp7,Mpp7
Farp2,Farp2
Herc1,Herc1
Tgfbr1,Tgfbr1
Trak1,Trak1
Mtpn,Mtpn
Crebl2,Crebl2
Serpinb7,Serpinb7
Sgk2,Sgk2
LOC100772734,Myh7
Ret,Ret
LOC100772743,Cyp4f39
LOC100772744,Or4p18
Nfkbid,Nfkbid
Sftpb,Sftpb
Tdg,Tdg
Tbcc,Tbcc
Bloc1s1,Rdh5
LOC100772751,Cyp2r1
Zfr2,Zfr2
Tex28,Tex28
Pdss1,Pdss1
Myot,Myot
Tox,Tox
Lima1,Lima1
Tnik,Tnik
Dnal4,Dnal4
Kctd5,Kctd5
Abcf3,Abcf3
Pdpr,Pdpr
Fuz,Fuz
Hnrnpul1,Hnrnpul1
LOC100772780,Or8b8
Znf488,Zfp488
LOC100772786,Krtap26-1
Czib,Czib
Rhbdl3,Rhbdl3
LOC100772790,Pdha2
Smcr8,Smcr8
Ifngr1,Ifngr1
Nsg1,Nsg1
Bfar,Bfar
Tubb1,Tubb1
Slc30a3,Slc30a3
Abca2,Abca2
Inca1,Inca1
LOC100772802,Ms4a19
Mall,Mall
Plpp5,Plpp5
Nppc,Nppc
Cnnm4,Cnnm4
Atxn2,Atxn2
Actrt1,Actrt1
Adra1d,Adra1d
Gucy1b1,Gucy1b1
Angptl6,Angptl6
Apcs,Apcs
Sulf2,Sulf2
Spag17,Spag17
Ubtd2,Ubtd2
Mat2b,Mat2b
Otulin,Otulin
LOC100772834,Gimap9
Bptf,Bptf
Ntan1,Ntan1
LOC100772845,Sult6b2
Pir,Pir
Katnbl1,Katnbl1
Wdr70,Wdr70
Bin1,Bin1
Jade1,Jade1
Eya1,Eya1
Ocln,Ocln
Mgrn1,Mgrn1
Cnot9,Cnot9
Nfil3,Nfil3
LOC100772869,Col4a6
Lin7a,Lin7a
Nfkbil1,Nfkbil1
Klhl30,Klhl30
Abcb9,Abcb9
Gjc3,Gjc3
Tns4,Tns4
Wars2,Wars2
Znf395,Zfp395
Ip6k3,Ip6k3
Apoa5,Apoa5
LOC100772890,Or6c2
Adam10,Adam10
Lyrm2,Lyrm2
Pnpla5,Pnpla5
Myo3b,Myo3b
Bfsp1,Bfsp1
Sema4b,Sema4b
Ptp4a3,Ptp4a3
Tspan18,Tspan18
Arl4c,Arl4c
Itpka,Itpka
Lman2,Lman2
Ppp1r8,Ppp1r8
Fcho1,Fcho1
Cisd1,Cisd1
Utp20,Utp20
Kmo,Kmo
Grm2,Grm2
Efhb,Efhb
Haghl,Haghl
Ulk1,Ulk1
Parp12,Parp12
Ssh1,Ssh1
Zfp36,Zfp36
Ghrhr,Ghrhr
Chd1l,Chd1l
LOC100772944,Or8k3b
Fam20b,Fam20b
Kmt5c,Kmt5c
Shox2,Shox2
Myrip,Myrip
Gpr50,Gpr50
Amigo1,Amigo1
Ttc29,Ttc29
Ucp1,Ucp1
Fuom,Fuom
Zdhhc6,Zdhhc6
Znf217,Zfp217
LOC100772975,Or52ac1
Atp2c2,Atp2c2
Wnt7a,Wnt7a
Trmt6,Trmt6
Fads6,Fads6
Dyrk4,Dyrk4
Stc1,Stc1
Ccdc3,Ccdc3
Ogfod3,Ogfod3
Cdc40,Cdc40
Plekhn1,Plekhn1
Pigc,Pigc
Nepro,Nepro
Sgcz,Sgcz
Slc6a2,Slc6a2
Odad2,Odad2
Bok,Bok
Dapk2,Dapk2
Ulk4,Ulk4
Abce1,Abce1
Apold1,Apold1
Serpinb13,Serpinb13
LOC100773019,Hsfy2
Lifr,Lifr
Slc25a15,Slc25a15
Trdmt1,Trdmt1
Tars1,Tars1
Atg10,Atg10
Nt5c3b,Nt5c3b
Ewsr1,Ewsr1
Aplp1,Aplp1
Usp39,Usp39
Itga7,Itga7
Atcay,Atcay
Myo18b,Myo18b
Adamts4,Adamts4
LOC100773047,Npy6r
Plxnd1,Plxnd1
Atf1,Atf1
Ptpn18,Ptpn18
Fam136a,Fam136a
Arl6,Arl6
Sun2,Sun2
Prss27,Prss27
Ap2m1,Ap2m1
C3H16orf92,4930451I11Rik
Il4i1,Il4i1
Nr6a1,Nr6a1
LOC100773068,Or8c15
Cept1,Cept1
LOC100773073,Anxa8
LOC100773074,Krtap27-1
Podn,Podn
C7H17orf75,5730455P16Rik
Slc4a8,Slc4a8
Shmt1,Shmt1
Zbtb49,Zbtb49
Npepl1,Npepl1
Ncf4,Ncf4
Arhgap29,Arhgap29
Cnot7,Cnot7
Mal,Mal
LOC100773095,Fads1
Nsd3,Nsd3
Fhl5,Fhl5
Sh2b3,Sh2b3
Rnf115,Rnf115
Ankrd9,Ankrd9
Tjp1,Tjp1
Map9,Map9
Shfl,Shfl
Rab11fip2,Rab11fip2
LOC100773116,Or10j5
Spata25,Spata25
Pias2,Pias2
Efna3,Efna3
Acsbg2,Acsbg2
Plek,Plek
Fam53c,Fam53c
Znf691,Zfp691
Siah2,Siah2
Cmas,Cmas
Dmxl1,Dmxl1
Emc7,Emc7
Gdnf,Gdnf
Snx24,Snx24
Gypc,Gypc
LOC100773141,Mob4
LOC100773143,Or5c1
LOC100773144,Reg2
Slc25a31,Slc25a31
Ppfia1,Ppfia1
Slitrk3,Slitrk3
Marveld2,Marveld2
Ubald1,Ubald1
Slc24a1,Slc24a1
Vil1,Vil1
LOC100773156,Or4e2
CUNH16orf89,AU021092
LOC100773159,Irs4
Myf5,Myf5
Ddx39b,Ddx39b
Adamts19,Adamts19
Ube2f,Ube2f
LOC100773165,Vmn1r224
Ttll10,Ttll10
Azgp1,Azgp1
Ccr7,Ccr7
Hao2,Hao2
LOC100773172,Uqcc2
Zpr1,Zpr1
Abhd17b,Abhd17b
Taf1a,Taf1a
Rnf111,Rnf111
Odf2l,Odf2l
Mdn1,Mdn1
Tprg1,Tprg1
Sult4a1,Sult4a1
Cd38,Cd38
Ccdc170,Ccdc170
Slc34a3,Slc34a3
LOC100773191,Or52e18
LOC100773198,Gm4847
Lurap1,Lurap1
Lmo2,Lmo2
LOC100773203,Taldo1
LOC100773204,Slc22a19
Rtf1,Rtf1
Nsd1,Nsd1
Stx12,Stx12
Dixdc1,Dixdc1
Afmid,Afmid
B3gnt3,B3gnt3
Ube2d1,Ube2d1
Hnrnph2,Hnrnph2
Slc5a8,Slc5a8
Fh,Fh1
Lzts1,Lzts1
LOC100773221,Abca8a
Tex264,Tex264
Antkmt,Antkmt
Ddx51,Ddx51
Mocs2,Mocs2
Ufd1,Ufd1
Kdm7a,Kdm7a
Selplg,Selplg
Rps16,Rps16
Aqp1,Aqp1
Afg2b,Afg2b
Tpm2,Tpm2
Mtrr,Mtrr
LOC100773237,Fads2b
Srfbp1,Srfbp1
Ralgps2,Ralgps2
Hps6,Hps6
Garin5b,Garin5b
Mybl2,Mybl2
Ambn,Ambn
LOC100773256,Cyb561d1
Atp11b,Atp11b
Kif5c,Kif5c
Elmod2,Elmod2
Acsl5,Acsl5
LOC100773265,Or51b17
LOC100773267,Or52p1
Aopep,Aopep
Wfdc1,Wfdc1
Chgb,Chgb
Ankdd1b,Ankdd1b
Akap3,Akap3
Adam28,Adam28
Myh9,Myh9
Optn,Optn
Arv1,Arv1
Hexd,Hexd
Perm1,Perm1
Cpsf6,Cpsf6
Gcc1,Gcc1
Faslg,Fasl
Yod1,Yod1
Naa50,Naa50
LOC100773300,Rell1
Myc,Myc
Ciao2a,Ciao2a
Ctnnb1,Ctnnb1
Nup205,Nup205
Fam234b,Fam234b
Fam110c,Fam110c
Satb2,Satb2
Hck,Hck
Arid1b,Arid1b
Kcnh6,Kcnh6
Egflam,Egflam
Mrps31,Mrps31
Arl5b,Arl5b
Gpr31,Gpr31b
Gas2l1,Gas2l1
Kirrel2,Kirrel2
Hsp90b1,Hsp90b1
Ptcra,Ptcra
Tmt1b,Tmt1b
Nmrk2,Nmrk2
Apbb1ip,Apbb1ip
Sez6l,Sez6l
Mex3c,Mex3c
Cfap126,Cfap126
Mcc,Mcc
Kcnq5,Kcnq5
Gpr143,Gpr143
Aqp2,Aqp2
Imp4,Imp4
Asprv1,Asprv1
Rwdd3,Rwdd3
Doc2a,Doc2a
Kcnc3,Kcnc3
Tgfb1,Tgfb1
Lrif1,Lrif1
Pou1f1,Pou1f1
Npy4r2,Npy4r
Psmd11,Psmd11
LOC100773370,Dock1
Dhrs7b,Dhrs7b
Mtfr2,Mtfr2
Lyar,Lyar
Ovgp1,Ovgp1
Rab22a,Rab22a
Trim54,Trim54
Pvalb,Pvalb
Rabep1,Rabep1
LOC100773383,Pramel12
Fer1l5,Fer1l5
Pheta1,Pheta1
LOC100773391,Slc7a12
Lix1l,Lix1l
Rcor1,Rcor1
Rbmx2,Rbmx2
Pank2,Pank2
Rdh8,Rdh8
Shh,Shh
Zswim1,Zswim1
Hmgb4,Hmgb4
Sh3pxd2b,Sh3pxd2b
Cdk5rap1,Cdk5rap1
Pdia2,Pdia2
LOC100773414,Acsbg3
Cnrip1,Cnrip1
Psme4,Psme4
Spx,Spx
Vegfd,Vegfd
Chrm5,Chrm5
Prdm6,Prdm6
Tslp,Tslp
Coq10b,Coq10b
Rc3h2,Rc3h2
LOC100773429,Reg3d
Pgrmc2,Pgrmc2
Ppie,Ppie
LOC100773433,Acot4
Tram1,Tram1
Rad17,Rad17
Cdip1,Cdip1
Dnajb2,Dnajb2
LOC100773439,Or10g1b
Sec14l5,Sec14l5
Ror2,Ror2
Abcc12,Abcc12
Myf6,Myf6
Dcx,Dcx
Mobp,Mobp
Ppp2r1a,Ppp2r1a
Rnh1,Rnh1
Mxra8,Mxra8
Msl1,Msl1
Syt4,Syt4
LOC100773458,Pcdhb13
Nell2,Nell2
Gtf3c4,Gtf3c4
Bst1,Bst1
Vip,Vip
Gorasp2,Gorasp2
Spata6,Spata6
LOC100773478,Or10a48
Syt13,Syt13
Tspan1,Tspan1
Nat10,Nat10
Plaat5,Plaat5
Cav3,Cav3
Uimc1,Uimc1
Hcrtr1,Hcrtr1
LOC100773492,Kazn
Dlat,Dlat
Dmp1,Dmp1
Syngr2,Syngr2
Jak3,Jak3
Tfam,Tfam
Ano4,Ano4
Rgs7,Rgs7
Rad54l2,Rad54l2
Kcnh8,Kcnh8
LOC100773505,Mslnl
Noc4l,Noc4l
Serpinb11,Serpinb11
Gnb1l,Gnb1l
Timm50,Timm50
Mindy4,Mindy4
Arhgef39,Arhgef39
Septin7,Septin7
LOC100773523,Ftmt
Ldb1,Ldb1
Il11,Il11
LOC100773531,Cyb5r3
Gtpbp1,Gtpbp1
Dvl3,Dvl3
Rilpl1,Rilpl1
Epc2,Epc2
LOC100773543,Or8g23
Ngef,Ngef
LOC100773545,Myl12a
Clgn,Clgn
Vti1a,Vti1a
LOC100773549,Or51m1
Cxcl13,Cxcl13
Kcng4,Kcng4
LOC100773555,Vmn1r54
Ndufa9,Ndufa9
Adam7,Adam7
LOC100773565,Zfp715
Arnt2,Arnt2
Mcm10,Mcm10
Rbbp6,Rbbp6
Ddo,Ddo
LOC100773575,Slc35e2
LOC100773576,Or5p80
Fscn3,Fscn3
Fgf20,Fgf20
Fcamr,Fcamr
Mrps5,Mrps5
Gramd1c,Gramd1c
Eri1,Eri1
Irx3,Irx3
Fgfr1,Fgfr1
D2hgdh,D2hgdh
Snx1,Snx1
Cacna1e,Cacna1e
Prmt9,Prmt9
Jmjd1c,Jmjd1c
LOC100773598,Tas2r120
Tyw5,Tyw5
LOC100773601,Slc7a15
Ccm2l,Ccm2l
Zdhhc14,Zdhhc14
Dcaf7,Dcaf7
Nsun6,Nsun6
Nadk2,Nadk2
LOC100773612,Rps6ka2
LOC100773614,Cyp4f40
Thoc5,Thoc5
Nphs1,Nphs1
Tmem150a,Tmem150a
LOC100773619,Ttc41
Si,Sis
Pex6,Pex6
Dapk3,Dapk3
Mecp2,Mecp2
Asphd2,Asphd2
Ints14,Ints14
Dcp2,Dcp2
Smarcd1,Smarcd1
Ccdc115,Ccdc115
Mxd1,Mxd1
Gabrr3,Gabrr3
LOC100773640,Klrd1
Ilkap,Ilkap
Mib2,Mib2
LOC100773644,Alg14
Ino80e,Ino80e
Napsa,Napsa
Bud13,Bud13
Tmem91,Tmem91
Ppm1a,Ppm1a
LOC100773655,Ldb2
Ccnb2,Ccnb2
